iHS	StdDiff	meanFst	freqDiff	max_xpop
0.037701677190459928	0.0037231168869177444	0.004178835661933107	0.0092530937709248834	0.017528729892506211
0.037558412304069928	0.0032869496545475272	0.0040796414150215008	0.0087177040018536767	0.017004297299289171
0.036476372976796519	0.0029086076234385132	0.0037087750322297901	0.0069733653031683798	0.016440182515734373
0.035261453697237162	0.0025839604220720446	0.0034755239863810301	0.0062454426707933258	0.016003545438807495
0.033227186718990998	0.0022800830889136816	0.0035471395637477056	0.0059688645183555971	0.015895855634063819
0.030632723352200082	0.0019560259406213071	0.0030499450817501822	0.005082904826476266	0.015690556152014812
0.02778135087694868	0.0017845565172896173	0.003080526267737505	0.0045991922715782028	0.015546827896930883
0.024803235001381905	0.0016434158219663542	0.0027444668348150011	0.0045728882238081367	0.015253493528810853
0.022070935236482653	0.0015204487613251837	0.0028557823518088549	0.0038306300183814494	0.014911646885103649
0.019407907702482022	0.0013518115927491445	0.0025395728886999404	0.003416839952449516	0.014601663018892845
0.016960721582984947	0.0011991058571736411	0.0024067949393586203	0.0033746311316091779	0.014512431283917535
0.014907218874523325	0.0010799151362066715	0.0023024296919073395	0.0028236557487935246	0.014175079472761993
0.013111097316981467	0.00096037038339524567	0.0021952287344826891	0.0024603726461733754	0.013792513369666652
0.011295385997379693	0.00090643953242306244	0.0020481610309618383	0.0023613534653362119	0.013393271171838219
0.0097513351130907519	0.00082158990036835839	0.0020433236433602072	0.0018376928014890697	0.012733568055794224
0.0083806418219706021	0.00077202544214446998	0.0017848292185328215	0.0015426034081534995	0.01208136519288377
0.0073139438746236346	0.00071974673977974967	0.0017883877565386191	0.0014476269121101177	0.0112893969745947
0.0061746693991631156	0.00062663636468773094	0.0015070964476115926	0.0011212599048437109	0.010640598481900892
0.005202615964900811	0.00059135119085691518	0.0015525234093418517	0.0009996602017044384	0.0097986285760548672
0.0043588400689465213	0.00052762545885477307	0.0014352028594632146	0.00090080060053018742	0.00893343980146564
0.0036789809169755199	0.00051334617446170043	0.0013437929144392907	0.00060845065807461397	0.0082412621851519399
0.0031174864116677568	0.00046637794976382534	0.0012415961510852929	0.00046719605978662711	0.007504216033248569
0.002536048112455619	0.0004473782407780015	0.0011593605618575658	0.00041775296089425888	0.0066877789040273731
0.0020077145899119334	0.00040359630268023346	0.0010270830319233108	0.00032163281060000463	0.0058593200924786527
0.0068393051818224949	0.006920850516662273	0.013050715727637063	0.00063427596685594232	0.027340656789719843
